[kbplacer_plugin_action.py:63]: Plugin version: 0.11
[kbplacer_plugin_action.py:64]: Python version: '3.11.5 (main, Jul 16 2024, 08:01:06) [MSC v.1939 64 bit (AMD64)]'
[kbplacer_plugin_action.py:65]: KiCad version: 8.0.4 with 4.2.0 msw (phoenix) wxWidgets 3.2.5
[kbplacer_dialog.py:585]: Language: en
[kbplacer_plugin_action.py:76]: GUI state: {"layout_path": "C:\\Users\\littl\\Downloads\\smallfry_v2.json", "key_distance": [19.05, 19.05], "key_info": {"annotation_format": "MX{}", "position_option": "Default", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}, "enable_diode_placement": true, "route_switches_with_diodes": true, "optimize_diodes_orientation": false, "diode_info": {"annotation_format": "D{}", "position_option": "Custom", "position": {"x": 8.0, "y": 1.0, "orientation": 270.0, "side": "Back"}, "template_path": ""}, "additional_elements": [{"annotation_format": "ST{}", "position_option": "Custom", "position": {"x": 0.0, "y": 0.0, "orientation": 0.0, "side": "Front"}, "template_path": ""}], "route_rows_and_columns": true, "template_path": "", "generate_outline": false, "outline_delta": 0.0}
[key_placer.py:310]: Set key 1U distance: 19050000/19050000
[key_placer.py:117]: Switches by nets: defaultdict(<class 'list'>, {frozenset({'col1', 'row4'}): ['MX59'], frozenset({'col0', 'row4'}): ['MX58'], frozenset({'col12', 'row3'}): ['MX57'], frozenset({'col1', 'row3'}): ['MX46'], frozenset({'col0', 'row3'}): ['MX45'], frozenset({'row2', 'col13'}): ['MX44'], frozenset({'row2', 'col1'}): ['MX32'], frozenset({'row2', 'col0'}): ['MX31'], frozenset({'col14', 'row1'}): ['MX30'], frozenset({'col1', 'row1'}): ['MX17'], frozenset({'col0', 'row1'}): ['MX16'], frozenset({'row0', 'col14'}): ['MX15'], frozenset({'col1', 'row0'}): ['MX2'], frozenset({'row0', 'col0'}): ['MX1'], frozenset({'col6', 'row3'}): ['MX51'], frozenset({'col10', 'row0'}): ['MX11'], frozenset({'col7', 'row1'}): ['MX23'], frozenset({'row3', 'col9'}): ['MX54'], frozenset({'col4', 'row0'}): ['MX5'], frozenset({'col4', 'row4'}): ['MX62'], frozenset({'col11', 'row4'}): ['MX66'], frozenset({'col5', 'row3'}): ['MX50'], frozenset({'col10', 'row4'}): ['MX65'], frozenset({'row2', 'col3'}): ['MX34'], frozenset({'col11', 'row0'}): ['MX12'], frozenset({'col4', 'row2'}): ['MX35'], frozenset({'row0', 'col8'}): ['MX9'], frozenset({'col2', 'row1'}): ['MX18'], frozenset({'row2', 'col12'}): ['MX43'], frozenset({'row0', 'col2'}): ['MX3'], frozenset({'row2', 'col6'}): ['MX37'], frozenset({'row2', 'col5'}): ['MX36'], frozenset({'row3', 'col2'}): ['MX47'], frozenset({'row1', 'col9'}): ['MX25'], frozenset({'col3', 'row4'}): ['MX61'], frozenset({'col10', 'row1'}): ['MX26'], frozenset({'col7', 'row4'}): ['MX63'], frozenset({'col12', 'row1'}): ['MX28'], frozenset({'col7', 'row0'}): ['MX8'], frozenset({'row0', 'col9'}): ['MX10'], frozenset({'row3', 'col8'}): ['MX53'], frozenset({'col9', 'row4'}): ['MX64'], frozenset({'col4', 'row3'}): ['MX49'], frozenset({'col11', 'row1'}): ['MX27'], frozenset({'row2', 'col2'}): ['MX33'], frozenset({'col5', 'row1'}): ['MX21'], frozenset({'col3', 'row1'}): ['MX19'], frozenset({'col10', 'row3'}): ['MX55'], frozenset({'col13', 'row1'}): ['MX29'], frozenset({'row0', 'col6'}): ['MX7'], frozenset({'row0', 'col12'}): ['MX13'], frozenset({'row0', 'col3'}): ['MX4'], frozenset({'col10', 'row2'}): ['MX41'], frozenset({'col7', 'row3'}): ['MX52'], frozenset({'col4', 'row1'}): ['MX20'], frozenset({'col14', 'row4'}): ['MX69'], frozenset({'row0', 'col5'}): ['MX6'], frozenset({'col7', 'row2'}): ['MX38'], frozenset({'col13', 'row4'}): ['MX68'], frozenset({'row2', 'col11'}): ['MX42'], frozenset({'row4', 'col2'}): ['MX60'], frozenset({'col3', 'row3'}): ['MX48'], frozenset({'col12', 'row4'}): ['MX67'], frozenset({'row2', 'col9'}): ['MX40'], frozenset({'row2', 'col8'}): ['MX39'], frozenset({'col11', 'row3'}): ['MX56'], frozenset({'row0', 'col13'}): ['MX14'], frozenset({'col8', 'row1'}): ['MX24'], frozenset({'col6', 'row1'}): ['MX22']})
[key_placer.py:121]: Diodes by switch: {'MX29': ['D29'], 'MX30': ['D30'], 'MX55': ['D55'], 'MX11': ['D11'], 'MX20': ['D20'], 'MX25': ['D25'], 'MX63': ['D63'], 'MX18': ['D18'], 'MX60': ['D60'], 'MX26': ['D26'], 'MX6': ['D6'], 'MX34': ['D34'], 'MX32': ['D32'], 'MX57': ['D57'], 'MX41': ['D41'], 'MX35': ['D35'], 'MX56': ['D56'], 'MX47': ['D47'], 'MX4': ['D4'], 'MX24': ['D24'], 'MX40': ['D40'], 'MX44': ['D44'], 'MX9': ['D9'], 'MX2': ['D2'], 'MX54': ['D54'], 'MX65': ['D65'], 'MX64': ['D64'], 'MX59': ['D59'], 'MX67': ['D67'], 'MX21': ['D21'], 'MX27': ['D27'], 'MX53': ['D53'], 'MX52': ['D52'], 'MX31': ['D31'], 'MX38': ['D38'], 'MX14': ['D14'], 'MX22': ['D22'], 'MX12': ['D12'], 'MX58': ['D58'], 'MX50': ['D50'], 'MX17': ['D17'], 'MX10': ['D10'], 'MX43': ['D43'], 'MX49': ['D49'], 'MX51': ['D51'], 'MX3': ['D3'], 'MX66': ['D66'], 'MX45': ['D45'], 'MX15': ['D15'], 'MX42': ['D42'], 'MX48': ['D48'], 'MX1': ['D1'], 'MX68': ['D68'], 'MX61': ['D61'], 'MX19': ['D19'], 'MX69': ['D69'], 'MX16': ['D16'], 'MX5': ['D5'], 'MX33': ['D33'], 'MX8': ['D8'], 'MX37': ['D37'], 'MX46': ['D46'], 'MX62': ['D62'], 'MX39': ['D39'], 'MX7': ['D7'], 'MX23': ['D23'], 'MX28': ['D28'], 'MX13': ['D13'], 'MX36': ['D36']}
[kle_serial.py:885]: User layout: [{'name': 'smallfry_v2', 'author': 'anchovie', 'plate': False, 'pcb': False}, [{'x': 0.75, 'a': 7, 'w': 1.25}, 'F1', {'w': 1.5}, 'ESC', {'a': 5}, '!\n\n\n\n\n\n1', '@\n\n\n\n\n\n2', '#\n\n\n\n\n\n3', '$\n\n\n\n\n\n4', '%\n\n\n\n\n\n5', '^\n\n\n\n\n\n6', '&\n\n\n\n\n\n7', '*\n\n\n\n\n\n8', '(\n\n\n\n\n\n9', ')\n\n\n\n\n\n0', '_\n\n\n\n\n\n-', '+\n\n\n\n\n\n=', {'a': 7, 'w': 1.5}, 'DEL'], [{'x': 0.75, 'w': 1.25}, 'F2', {'w': 1.5}, 'TAB', 'Q', 'W', 'E', 'R', 'T', 'Y', 'U', 'I', 'O', 'P', {'a': 5}, '{\n\n\n\n\n\n[', '}\n\n\n\n\n\n]', {'w': 1.5}, '|\n\n\n\n\n\n\\'], [{'x': 0.75, 'a': 7, 'w': 1.25}, 'F3', {'w': 1.5}, 'CTRL', 'A', 'S', 'D', 'F', 'G', 'H', 'J', 'K', 'L', {'a': 5}, ':\n\n\n\n\n\n;', '"\n\n\n\n\n\n\'', {'a': 7, 'w': 1.5}, 'ENTER'], [{'x': 0.75, 'w': 1.25}, 'F4', {'w': 1.5}, 'SHIFT', 'Z', 'X', 'C', 'V', 'B', 'N', 'M', {'a': 5}, '<\n\n\n\n\n\n,', '>\n\n\n\n\n\n.', '?\n\n\n\n\n\n/', {'a': 7, 'w': 1.5}, 'SHIFT'], [{'x': 0.75, 'w': 1.25}, 'F5', {'w': 1.5}, 'SUPER', 'ALT', 'FN1', {'w': 2.25}, 'SPACE', {'w': 2.75}, 'BACKSPACE', 'FN2', 'FN3'], [{'y': -0.75, 'x': 12.75}, 'LEFT', 'UP', 'DOWN', 'RIGHT']]
[key_placer.py:610]: Layout offset: (30956250, 28575000)
[board_modifier.py:84]: Setting MX1 footprint position: (57150000, 38100000)
[board_modifier.py:84]: Setting MX2 footprint position: (83343750, 38100000)
[board_modifier.py:84]: Setting MX3 footprint position: (107156250, 38100000)
[board_modifier.py:84]: Setting MX4 footprint position: (126206250, 38100000)
[board_modifier.py:84]: Setting MX5 footprint position: (145256250, 38100000)
[board_modifier.py:84]: Setting MX6 footprint position: (164306250, 38100000)
[board_modifier.py:84]: Setting MX7 footprint position: (183356250, 38100000)
[board_modifier.py:84]: Setting MX8 footprint position: (202406250, 38100000)
[board_modifier.py:84]: Setting MX9 footprint position: (221456250, 38100000)
[board_modifier.py:84]: Setting MX10 footprint position: (240506250, 38100000)
[board_modifier.py:84]: Setting MX11 footprint position: (259556250, 38100000)
[board_modifier.py:84]: Setting MX12 footprint position: (278606250, 38100000)
[board_modifier.py:84]: Setting MX13 footprint position: (297656250, 38100000)
[board_modifier.py:84]: Setting MX14 footprint position: (316706250, 38100000)
[board_modifier.py:84]: Setting MX15 footprint position: (340518750, 38100000)
[board_modifier.py:84]: Setting MX16 footprint position: (57150000, 57150000)
[board_modifier.py:84]: Setting MX17 footprint position: (83343750, 57150000)
[board_modifier.py:84]: Setting MX18 footprint position: (107156250, 57150000)
[board_modifier.py:84]: Setting MX19 footprint position: (126206250, 57150000)
[board_modifier.py:84]: Setting MX20 footprint position: (145256250, 57150000)
[board_modifier.py:84]: Setting MX21 footprint position: (164306250, 57150000)
[board_modifier.py:84]: Setting MX22 footprint position: (183356250, 57150000)
[board_modifier.py:84]: Setting MX23 footprint position: (202406250, 57150000)
[board_modifier.py:84]: Setting MX24 footprint position: (221456250, 57150000)
[board_modifier.py:84]: Setting MX25 footprint position: (240506250, 57150000)
[board_modifier.py:84]: Setting MX26 footprint position: (259556250, 57150000)
[board_modifier.py:84]: Setting MX27 footprint position: (278606250, 57150000)
[board_modifier.py:84]: Setting MX28 footprint position: (297656250, 57150000)
[board_modifier.py:84]: Setting MX29 footprint position: (316706250, 57150000)
[board_modifier.py:84]: Setting MX30 footprint position: (340518750, 57150000)
[board_modifier.py:84]: Setting MX31 footprint position: (57150000, 76200000)
[board_modifier.py:84]: Setting MX32 footprint position: (83343750, 76200000)
[board_modifier.py:84]: Setting MX33 footprint position: (107156250, 76200000)
[board_modifier.py:84]: Setting MX34 footprint position: (126206250, 76200000)
[board_modifier.py:84]: Setting MX35 footprint position: (145256250, 76200000)
[board_modifier.py:84]: Setting MX36 footprint position: (164306250, 76200000)
[board_modifier.py:84]: Setting MX37 footprint position: (183356250, 76200000)
[board_modifier.py:84]: Setting MX38 footprint position: (202406250, 76200000)
[board_modifier.py:84]: Setting MX39 footprint position: (221456250, 76200000)
[board_modifier.py:84]: Setting MX40 footprint position: (240506250, 76200000)
[board_modifier.py:84]: Setting MX41 footprint position: (259556250, 76200000)
[board_modifier.py:84]: Setting MX42 footprint position: (278606250, 76200000)
[board_modifier.py:84]: Setting MX43 footprint position: (297656250, 76200000)
[board_modifier.py:84]: Setting MX44 footprint position: (321468750, 76200000)
[board_modifier.py:84]: Setting MX45 footprint position: (57150000, 95250000)
[board_modifier.py:84]: Setting MX46 footprint position: (83343750, 95250000)
[board_modifier.py:84]: Setting MX47 footprint position: (107156250, 95250000)
[board_modifier.py:84]: Setting MX48 footprint position: (126206250, 95250000)
[board_modifier.py:84]: Setting MX49 footprint position: (145256250, 95250000)
[board_modifier.py:84]: Setting MX50 footprint position: (164306250, 95250000)
[board_modifier.py:84]: Setting MX51 footprint position: (183356250, 95250000)
[board_modifier.py:84]: Setting MX52 footprint position: (202406250, 95250000)
[board_modifier.py:84]: Setting MX53 footprint position: (221456250, 95250000)
[board_modifier.py:84]: Setting MX54 footprint position: (240506250, 95250000)
[board_modifier.py:84]: Setting MX55 footprint position: (259556250, 95250000)
[board_modifier.py:84]: Setting MX56 footprint position: (278606250, 95250000)
[board_modifier.py:84]: Setting MX57 footprint position: (302418750, 95250000)
[board_modifier.py:84]: Setting MX58 footprint position: (57150000, 114300000)
[board_modifier.py:84]: Setting MX59 footprint position: (83343750, 114300000)
[board_modifier.py:84]: Setting MX60 footprint position: (107156250, 114300000)
[board_modifier.py:84]: Setting MX61 footprint position: (126206250, 114300000)
[board_modifier.py:84]: Setting MX62 footprint position: (157162500, 114300000)
[board_modifier.py:84]: Setting MX63 footprint position: (204787500, 114300000)
[board_modifier.py:84]: Setting MX64 footprint position: (240506250, 114300000)
[board_modifier.py:84]: Setting MX65 footprint position: (259556250, 114300000)
[board_modifier.py:84]: Setting MX66 footprint position: (283368750, 119062500)
[board_modifier.py:84]: Setting MX67 footprint position: (302418750, 119062500)
[board_modifier.py:84]: Setting MX68 footprint position: (321468750, 119062500)
[board_modifier.py:84]: Setting MX69 footprint position: (340518750, 119062500)
[key_placer.py:955]: Diode info: [ElementInfo(annotation_format='D{}', position_option=<PositionOption.CUSTOM: 'Custom'>, position=ElementPosition(x=8.0, y=1.0, orientation=270.0, side=<Side.BACK: 'Back'>), template_path='')]
[board_modifier.py:97]: Getting MX1 footprint position: (57150000, 38100000)
[board_modifier.py:84]: Setting D1 footprint position: (65150000, 39100000)
[board_modifier.py:97]: Getting MX2 footprint position: (83343750, 38100000)
[board_modifier.py:84]: Setting D2 footprint position: (91343750, 39100000)
[board_modifier.py:97]: Getting MX3 footprint position: (107156250, 38100000)
[board_modifier.py:84]: Setting D3 footprint position: (115156250, 39100000)
[board_modifier.py:97]: Getting MX4 footprint position: (126206250, 38100000)
[board_modifier.py:84]: Setting D4 footprint position: (134206250, 39100000)
[board_modifier.py:97]: Getting MX5 footprint position: (145256250, 38100000)
[board_modifier.py:84]: Setting D5 footprint position: (153256250, 39100000)
[board_modifier.py:97]: Getting MX6 footprint position: (164306250, 38100000)
[board_modifier.py:84]: Setting D6 footprint position: (172306250, 39100000)
[board_modifier.py:97]: Getting MX7 footprint position: (183356250, 38100000)
[board_modifier.py:84]: Setting D7 footprint position: (191356250, 39100000)
[board_modifier.py:97]: Getting MX8 footprint position: (202406250, 38100000)
[board_modifier.py:84]: Setting D8 footprint position: (210406250, 39100000)
[board_modifier.py:97]: Getting MX9 footprint position: (221456250, 38100000)
[board_modifier.py:84]: Setting D9 footprint position: (229456250, 39100000)
[board_modifier.py:97]: Getting MX10 footprint position: (240506250, 38100000)
[board_modifier.py:84]: Setting D10 footprint position: (248506250, 39100000)
[board_modifier.py:97]: Getting MX11 footprint position: (259556250, 38100000)
[board_modifier.py:84]: Setting D11 footprint position: (267556250, 39100000)
[board_modifier.py:97]: Getting MX12 footprint position: (278606250, 38100000)
[board_modifier.py:84]: Setting D12 footprint position: (286606250, 39100000)
[board_modifier.py:97]: Getting MX13 footprint position: (297656250, 38100000)
[board_modifier.py:84]: Setting D13 footprint position: (305656250, 39100000)
[board_modifier.py:97]: Getting MX14 footprint position: (316706250, 38100000)
[board_modifier.py:84]: Setting D14 footprint position: (324706250, 39100000)
[board_modifier.py:97]: Getting MX15 footprint position: (340518750, 38100000)
[board_modifier.py:84]: Setting D15 footprint position: (348518750, 39100000)
[board_modifier.py:97]: Getting MX16 footprint position: (57150000, 57150000)
[board_modifier.py:84]: Setting D16 footprint position: (65150000, 58150000)
[board_modifier.py:97]: Getting MX17 footprint position: (83343750, 57150000)
[board_modifier.py:84]: Setting D17 footprint position: (91343750, 58150000)
[board_modifier.py:97]: Getting MX18 footprint position: (107156250, 57150000)
[board_modifier.py:84]: Setting D18 footprint position: (115156250, 58150000)
[board_modifier.py:97]: Getting MX19 footprint position: (126206250, 57150000)
[board_modifier.py:84]: Setting D19 footprint position: (134206250, 58150000)
[board_modifier.py:97]: Getting MX20 footprint position: (145256250, 57150000)
[board_modifier.py:84]: Setting D20 footprint position: (153256250, 58150000)
[board_modifier.py:97]: Getting MX21 footprint position: (164306250, 57150000)
[board_modifier.py:84]: Setting D21 footprint position: (172306250, 58150000)
[board_modifier.py:97]: Getting MX22 footprint position: (183356250, 57150000)
